Word,Pknown,FreqZipfUS,Length
lubricate,0.992,2.24,9
marijuana,0.992,3.72,9
paparazzi,0.992,2.99,9
refueling,0.992,2.61,9
steadfast,0.992,2.65,9
stripping,0.992,3.17,9
tenacious,0.992,2.70,9
undertake,0.992,3.01,9
publisher,0.992,3.65,9
anguished,0.992,2.43,9
attentive,0.992,3.11,9
demeaning,0.992,2.94,9
mothering,0.992,2.63,9
oblivious,0.992,3.03,9
pedometer,0.992,1.59,9
realizing,0.992,3.42,9
sixteenth,0.992,2.89,9
solitaire,0.992,3.06,9
farmhouse,0.992,3.12,9
flatulent,0.992,2.37,9
inventory,0.992,3.67,9
megapixel,0.992,1.29,9
precedent,0.992,3.39,9
toothpick,0.992,3.01,9
amazingly,0.992,3.25,9
attempted,0.992,3.88,9
blameless,0.992,2.63,9
cafeteria,0.992,3.75,9
floodgate,0.992,1.76,9
frequency,0.992,3.82,9
precisely,0.992,4.07,9
professor,0.992,4.84,9
seductive,0.992,2.88,9
simmering,0.992,2.37,9
elevation,0.992,2.97,9
landslide,0.992,2.92,9
ravishing,0.992,3.19,9
recessive,0.992,1.99,9
sandstone,0.992,2.52,9
camcorder,0.992,2.81,9
heartburn,0.992,2.88,9
homophobe,0.992,1.29,9
machinery,0.992,3.56,9
paperclip,0.992,1.76,9
prototype,0.992,3.52,9
rationing,0.992,2.76,9
rejoicing,0.992,2.95,9
sensation,0.992,3.68,9
sunburned,0.992,2.61,9
therapist,0.992,3.97,9
townhouse,0.992,2.88,9
eternally,0.992,3.26,9
formality,0.992,3.33,9
governing,0.992,2.75,9
gratified,0.992,2.49,9
obnoxious,0.992,3.54,9
retention,0.992,2.46,9
straining,0.992,2.95,9
afterward,0.992,3.34,9
furiously,0.992,2.43,9
remission,0.992,2.95,9
stillborn,0.992,2.49,9
courtroom,0.992,3.92,9
freshener,0.992,2.61,9
hydration,0.992,2.19,9
etiquette,0.992,3.27,9
fostering,0.992,2.19,9
deflector,0.992,2.54,9
housemate,0.992,1.99,9
improvise,0.992,3.39,9
legendary,0.992,3.60,9
relenting,0.992,1.59,9
construct,0.992,3.16,9
ordinance,0.992,3.23,9
orphanage,0.992,3.72,9
rehearsal,0.992,4.09,9
squirting,0.992,2.70,9
temperate,0.992,2.40,9
inability,0.992,3.20,9
otherwise,0.992,4.61,9
captivity,0.992,3.10,9
realistic,0.992,3.66,9
biometric,0.992,2.52,9
hairspray,0.992,2.88,9
subjected,0.992,3.18,9
advancing,0.992,3.17,9
ambulance,0.992,4.35,9
dramatics,0.992,2.52,9
exception,0.992,3.90,9
groceries,0.992,3.77,9
harmonics,0.992,2.37,9
inventive,0.992,2.96,9
persevere,0.992,2.59,9
snowstorm,0.992,2.94,9
sterilize,0.992,2.68,9
telepathy,0.992,2.97,9
fortunate,0.992,3.91,9
intrusion,0.992,3.39,9
tribesman,0.992,1.89,9
virtually,0.992,3.61,9
molecular,0.992,3.42,9
composure,0.992,2.49,9
energetic,0.992,3.11,9
insulated,0.992,2.57,9
perplexed,0.992,2.54,9
steamboat,0.992,2.72,9
backtrack,0.992,2.88,9
intellect,0.992,3.33,9
masculine,0.992,3.39,9
symbolism,0.992,2.87,9
recommend,0.992,4.14,9
heartbeat,0.992,3.74,9
petrified,0.992,3.24,9
unlimited,0.992,3.45,9
deficient,0.992,2.75,9
agonizing,0.992,2.86,9
hilarious,0.992,3.76,9
modernist,0.992,1.29,9
navigator,0.992,3.43,9
saturated,0.992,2.93,9
thumbnail,0.992,2.19,9
treasurer,0.992,3.05,9
abdominal,0.992,3.53,9
absurdity,0.992,2.81,9
appraisal,0.992,2.89,9
geometric,0.992,2.67,9
scribbler,0.992,2.19,9
underhand,0.992,2.54,9
dangerous,0.992,4.87,9
godmother,0.992,3.21,9
marinated,0.992,2.57,9
paperback,0.992,2.67,9
relieving,0.992,3.07,9
smuggling,0.992,3.48,9
zoologist,0.992,2.40,9
breathing,0.992,4.44,9
butterfly,0.992,3.74,9
nostalgia,0.992,2.89,9
squatting,0.992,2.89,9
viability,0.992,2.29,9
geologist,0.992,3.00,9
indicator,0.992,2.94,9
inspiring,0.992,3.43,9
intuitive,0.992,3.03,9
predatory,0.992,2.81,9
succulent,0.992,2.67,9
transform,0.992,3.34,9
undesired,0.992,1.59,9
cheekbone,0.992,2.46,9
chemicals,0.992,3.75,9
displease,0.992,2.65,9
economics,0.992,3.39,9
encourage,0.992,3.78,9
flavoring,0.992,1.89,9
leftovers,0.992,3.39,9
organized,0.992,4.00,9
stonewall,0.992,2.87,9
surveying,0.992,2.54,9
craziness,0.992,3.10,9
excursion,0.992,2.83,9
illogical,0.992,2.76,9
inception,0.992,2.63,9
insulator,0.992,1.76,9
mortality,0.992,3.18,9
overjoyed,0.992,2.87,9
selective,0.992,3.07,9
quartered,0.992,2.68,9
extremist,0.992,2.59,9
honorably,0.992,2.63,9
printable,0.992,1.29,9
toughness,0.992,2.46,9
transpire,0.992,2.06,9
assurance,0.992,3.31,9
hijacking,0.992,3.16,9
medallion,0.992,3.13,9
apparatus,0.992,3.18,9
continent,0.992,3.56,9
dominance,0.992,2.89,9
fascinate,0.992,2.72,9
household,0.992,3.84,9
limestone,0.992,2.73,9
menstrual,0.992,2.73,9
traceable,0.992,2.68,9
unfounded,0.992,2.79,9
vegetable,0.992,3.75,9
workspace,0.992,2.46,9
centering,0.992,2.33,9
effective,0.992,4.02,9
unethical,0.992,3.25,9
classroom,0.992,3.64,9
fabricate,0.992,2.54,9
instantly,0.992,3.65,9
recollect,0.992,3.03,9
nutrition,0.992,2.98,9
photocopy,0.992,2.49,9
sunscreen,0.992,3.00,9
advisable,0.992,2.90,9
freelance,0.992,3.32,9
breakdown,0.992,3.86,9
franchise,0.992,3.37,9
interlock,0.992,2.57,9
starlight,0.992,3.20,9
excellent,0.992,4.72,9
inanimate,0.992,2.88,9
wonderful,0.992,5.21,9
poisoning,0.992,3.77,9
directory,0.992,3.22,9
drumstick,0.992,2.57,9
earthworm,0.992,2.19,9
regulator,0.992,2.91,9
righteous,0.992,3.59,9
blackjack,0.992,3.61,9
engraving,0.992,2.67,9
intensify,0.992,2.40,9
hunchback,0.992,2.99,9
directive,0.992,3.25,9
feathered,0.992,2.83,9
implement,0.992,3.09,9
tolerance,0.992,3.40,9
boomerang,0.992,2.97,9
interject,0.992,2.67,9
persuaded,0.992,3.43,9
following,0.992,4.65,9
headlight,0.992,2.87,9
neurology,0.992,2.67,9
presently,0.992,3.35,9
seventeen,0.992,3.76,9
sprinkler,0.992,2.97,9
whispered,0.992,3.30,9
wristband,0.992,2.29,9
partially,0.992,3.33,9
scattered,0.991,3.57,9
uncharted,0.991,3.07,9
champagne,0.991,4.49,9
squeamish,0.991,2.95,9
bombshell,0.991,2.96,9
blacklist,0.991,2.68,9
blistered,0.991,2.40,9
murderous,0.991,3.26,9
untainted,0.991,2.06,9
stringing,0.991,2.75,9
mistletoe,0.991,3.28,9
purgatory,0.991,3.05,9
adoration,0.991,2.78,9
blackbird,0.991,2.92,9
rectified,0.991,2.52,9
strenuous,0.991,2.78,9
perpetual,0.991,3.19,9
telescope,0.991,3.47,9
motorbike,0.991,2.88,9
bookshelf,0.991,2.54,9
communion,0.991,3.32,9
gathering,0.991,3.86,9
partition,0.991,2.70,9
astronaut,0.991,3.59,9
degrading,0.991,3.23,9
flashcard,0.991,1.29,9
composite,0.991,3.10,9
inquiring,0.991,2.99,9
synthetic,0.991,3.40,9
incentive,0.991,3.29,9
sociology,0.991,2.65,9
bandwagon,0.991,2.68,9
microchip,0.991,3.16,9
clipboard,0.991,2.88,9
plumpness,0.991,1.29,9
undamaged,0.991,2.57,9
fearfully,0.991,2.29,9
riverbank,0.991,2.83,9
victimize,0.991,2.29,9
motorboat,0.991,2.76,9
repayment,0.991,2.40,9
unwritten,0.991,2.81,9
necessary,0.991,4.66,9
watershed,0.991,2.13,9
northeast,0.991,3.50,9
nostalgic,0.991,3.00,9
corrosive,0.991,2.59,9
disfigure,0.991,1.99,9
wasteland,0.991,2.99,9
brainless,0.991,2.95,9
explosive,0.991,3.72,9
maternity,0.991,3.39,9
satisfied,0.991,4.19,9
energizer,0.991,2.43,9
affiliate,0.99,2.49,9
hypnotism,0.99,2.49,9
leisurely,0.99,2.76,9
alcoholic,0.99,3.79,9
bartender,0.99,3.98,9
colleague,0.99,3.83,9
dexterity,0.99,2.63,9
elemental,0.99,2.83,9
masterful,0.99,2.61,9
reflector,0.99,2.46,9
stagehand,0.99,2.75,9
patchwork,0.99,2.06,9
arrogance,0.99,3.45,9
centipede,0.99,2.65,9
introduce,0.99,4.54,9
obscenely,0.99,2.40,9
occupancy,0.99,2.46,9
reconcile,0.99,3.06,9
watermark,0.99,2.46,9
criticize,0.99,3.33,9
extensive,0.99,3.57,9
inclusion,0.99,2.33,9
cartwheel,0.99,2.49,9
manifesto,0.99,2.87,9
deviation,0.99,2.87,9
fornicate,0.99,2.70,9
adoptable,0.99,1.59,9
longitude,0.99,2.92,9
vandalize,0.99,2.19,9
retrieval,0.99,3.05,9
sprawling,0.99,2.19,9
zookeeper,0.99,1.59,9
bloodline,0.99,2.78,9
catalogue,0.99,3.32,9
heartfelt,0.99,3.15,9
ingenuity,0.99,2.97,9
shirtless,0.99,2.46,9
blindside,0.99,1.99,9
overreact,0.99,3.16,9
rewarding,0.99,3.22,9
extortion,0.99,3.41,9
isolation,0.99,3.49,9
multitask,0.99,2.33,9
afterlife,0.99,3.20,9
asparagus,0.99,2.99,9
hazardous,0.99,3.26,9
potassium,0.99,3.22,9
repellent,0.99,2.90,9
hydroxide,0.99,2.24,9
incarnate,0.99,2.65,9
landscape,0.99,3.39,9
punctuate,0.99,1.89,9
timeshare,0.99,2.40,9
emergency,0.99,4.73,9
countdown,0.99,3.54,9
duplicate,0.99,3.36,9
reckoning,0.99,3.04,9
overdrawn,0.99,2.37,9
truckload,0.99,3.00,9
decorated,0.99,3.45,9
sleepless,0.99,3.13,9
prolonged,0.99,3.04,9
certainly,0.99,5.07,9
appeasing,0.99,1.89,9
fanatical,0.99,2.73,9
scrapping,0.99,2.37,9
brotherly,0.99,2.93,9
comforter,0.99,2.61,9
organizer,0.99,2.65,9
plentiful,0.99,2.49,9
agitation,0.99,2.70,9
carpentry,0.99,2.67,9
trickster,0.99,2.65,9
offspring,0.99,3.40,9
saltwater,0.99,2.79,9
thrilling,0.99,3.52,9
deflected,0.99,2.57,9
hopefully,0.99,4.06,9
triggered,0.99,3.39,9
biography,0.99,3.17,9
flinching,0.99,2.43,9
hitchhike,0.99,2.98,9
dimension,0.99,3.66,9
collision,0.99,3.43,9
frontline,0.99,1.29,9
laminated,0.99,2.57,9
straggler,0.99,2.40,9
unsightly,0.99,2.59,9
marvelous,0.99,4.11,9
reassured,0.99,2.67,9
touchdown,0.99,3.69,9
simulator,0.99,2.90,9
expertise,0.99,3.60,9
frameless,0.99,1.29,9
purchaser,0.99,2.06,9
scorching,0.99,2.61,9
troubling,0.99,3.37,9
cardboard,0.99,3.43,9
dandelion,0.99,2.49,9
diversion,0.99,3.49,9
obscenity,0.99,3.02,9
replicate,0.99,2.87,9
strangely,0.99,3.65,9
amazement,0.99,2.86,9
crosswind,0.99,2.19,9
crunching,0.99,2.98,9
vibrantly,0.99,1.59,9
deafening,0.99,2.65,9
hardiness,0.99,1.29,9
bedspring,0.99,1.59,9
darkening,0.99,2.33,9
fantastic,0.99,4.59,9
guitarist,0.99,2.86,9
jailhouse,0.99,3.13,9
prewashed,0.99,1.76,9
rendering,0.99,3.03,9
committee,0.99,4.34,9
routinely,0.99,2.76,9
cooperate,0.99,4.01,9
ecosystem,0.99,2.81,9
ticketing,0.99,1.76,9
customize,0.99,1.99,9
excretion,0.99,2.13,9
localized,0.99,2.61,9
excitable,0.99,2.68,9
earnestly,0.99,2.37,9
capricorn,0.99,3.26,9
courtship,0.99,3.06,9
gradually,0.99,3.29,9
ultimatum,0.99,3.11,9
bumblebee,0.99,2.82,9
confining,0.99,2.57,9
hourglass,0.99,2.99,9
inhabited,0.99,3.05,9
conceited,0.989,3.26,9
overstock,0.989,1.76,9
streaming,0.989,2.98,9
squirming,0.989,2.86,9
terrorize,0.989,2.72,9
celebrity,0.989,3.86,9
inclusive,0.989,2.37,9
kickstart,0.989,1.29,9
christmas,0.989,5.08,9
legislate,0.989,2.52,9
obedience,0.989,3.23,9
worksheet,0.989,2.06,9
innovator,0.989,2.33,9
parchment,0.989,2.89,9
squinting,0.989,2.40,9
bedspread,0.989,2.67,9
cathedral,0.989,3.57,9
northwest,0.989,3.60,9
sleepwalk,0.989,2.43,9
elaborate,0.989,3.67,9
harshness,0.989,2.19,9
pneumatic,0.989,2.65,9
trembling,0.989,3.42,9
municipal,0.989,3.25,9
nightclub,0.989,3.66,9
expulsion,0.989,2.91,9
comprised,0.989,2.68,9
dentistry,0.989,2.59,9
eradicate,0.989,2.73,9
housewife,0.989,3.54,9
librarian,0.989,3.46,9
cockiness,0.989,1.89,9
mechanics,0.989,3.38,9
harmonize,0.989,2.06,9
retriever,0.989,2.88,9
tailoring,0.989,2.49,9
virginity,0.989,3.59,9
honorable,0.989,3.86,9
electrify,0.989,2.06,9
stairwell,0.989,3.32,9
humiliate,0.989,3.62,9
quickness,0.989,2.19,9
constrain,0.989,1.76,9
handlebar,0.989,2.33,9
unclipped,0.989,1.59,9
hypnotist,0.989,2.91,9
headboard,0.989,2.49,9
billboard,0.989,3.13,9
carbonate,0.989,2.33,9
favorably,0.989,2.61,9
potential,0.989,4.27,9
revealing,0.989,3.42,9
unmatched,0.989,2.19,9
annoyance,0.989,2.70,9
automatic,0.989,3.84,9
supremacy,0.989,2.76,9
attribute,0.989,2.95,9
swindling,0.989,2.40,9
converter,0.989,2.37,9
cunningly,0.989,2.37,9
fashioned,0.989,3.14,9
portrayal,0.989,2.57,9
sleepwear,0.989,1.59,9
surrender,0.989,4.18,9
forensics,0.989,3.57,9
slideshow,0.989,1.89,9
botanical,0.989,3.02,9
confirmed,0.989,4.13,9
examining,0.989,3.27,9
fireplace,0.989,3.70,9
homemaker,0.989,2.54,9
piggyback,0.989,3.04,9
unclaimed,0.989,2.59,9
beanstalk,0.989,2.57,9
bloodbath,0.989,3.15,9
certainty,0.989,3.48,9
unrelated,0.989,3.03,9
expansive,0.989,2.40,9
matrimony,0.989,3.42,9
miserable,0.989,4.33,9
biohazard,0.989,2.33,9
defiantly,0.989,1.89,9
jailbreak,0.989,2.72,9
memorably,0.989,1.29,9
petroleum,0.989,3.10,9
shoreline,0.989,2.75,9
teachable,0.989,1.76,9
communism,0.989,3.32,9
vaporizer,0.989,2.06,9
blanketed,0.989,2.19,9
embellish,0.989,2.49,9
germinate,0.989,1.59,9
incorrect,0.989,3.34,9
reachable,0.989,2.43,9
imploring,0.989,1.89,9
sovereign,0.989,3.40,9
underpass,0.989,2.43,9
unmasking,0.989,1.99,9
customary,0.989,3.34,9
misdirect,0.989,2.40,9
repulsion,0.989,2.24,9
unsecured,0.989,2.29,9
lethargic,0.989,2.52,9
reputable,0.989,2.93,9
treachery,0.989,3.27,9
alligator,0.989,3.54,9
commotion,0.989,3.32,9
notorious,0.989,3.57,9
polyester,0.989,3.09,9
retaliate,0.989,3.10,9
segmented,0.989,1.59,9
turbulent,0.989,2.82,9
unskilled,0.989,1.89,9
aggressor,0.989,2.76,9
favorable,0.989,3.04,9
immensely,0.989,3.09,9
shellfish,0.989,2.99,9
dismantle,0.989,2.96,9
alignment,0.989,3.12,9
rainstorm,0.989,2.91,9
urination,0.989,2.75,9
cognitive,0.989,2.83,9
backspace,0.989,1.29,9
birthdate,0.989,1.29,9
disappear,0.989,4.32,9
fireproof,0.989,2.24,9
jealously,0.989,2.33,9
psychosis,0.989,3.13,9
refurnish,0.989,1.89,9
viewpoint,0.989,2.99,9
inaudible,0.989,2.76,9
pitchfork,0.989,2.84,9
soulfully,0.989,1.76,9
undercoat,0.989,1.59,9
conscious,0.989,3.83,9
dispersed,0.989,2.63,9
underside,0.989,2.40,9
ambiguity,0.989,2.46,9
cleansing,0.989,3.01,9
ingenious,0.989,3.32,9
saxophone,0.989,3.23,9
voluntary,0.989,3.30,9
celestial,0.988,3.04,9
eyeshadow,0.988,1.29,9
coastline,0.988,2.86,9
pinstripe,0.988,2.33,9
tiptoeing,0.988,2.43,9
cartilage,0.988,2.87,9
defensive,0.988,3.73,9
evaluator,0.988,1.59,9
handcuffs,0.988,3.71,9
solicited,0.988,2.57,9
thickener,0.988,1.76,9
aesthetic,0.988,2.83,9
conductor,0.988,3.48,9
saltiness,0.988,1.29,9
elegantly,0.988,2.43,9
oppressor,0.988,2.72,9
unblocked,0.988,1.89,9
inference,0.988,2.40,9
diligence,0.988,2.89,9
gunpowder,0.988,3.22,9
eastbound,0.988,2.90,9
psychotic,0.988,3.80,9
mesmerize,0.988,1.59,9
wolverine,0.988,2.81,9
middleman,0.988,2.91,9
immediate,0.988,4.04,9
amplifier,0.988,2.52,9
espionage,0.988,3.23,9
infertile,0.988,2.46,9
swordsman,0.988,3.10,9
unfocused,0.988,2.40,9
uniformed,0.988,2.76,9
obscurely,0.988,1.59,9
detection,0.988,3.22,9
cockroach,0.988,3.53,9
bookstore,0.988,3.59,9
ourselves,0.988,4.71,9
vaccinate,0.988,2.13,9
repackage,0.988,1.89,9
unguarded,0.988,2.86,9
womanizer,0.988,2.63,9
greyhound,0.988,2.96,9
deceitful,0.988,3.06,9
adversary,0.988,3.18,9
calibrate,0.988,2.40,9
extremity,0.988,2.61,9
habitable,0.988,2.33,9
agreeably,0.988,1.89,9
trickling,0.988,2.49,9
classwork,0.988,2.33,9
fortitude,0.988,2.82,9
reinforce,0.988,2.98,9
brainwave,0.988,2.06,9
frustrate,0.988,2.46,9
bloodshot,0.988,2.72,9
limousine,0.988,3.45,9
clustered,0.988,1.99,9
hopscotch,0.988,2.49,9
pistachio,0.988,3.18,9
unmarried,0.988,3.31,9
scarecrow,0.988,3.24,9
sheltered,0.988,3.02,9
checklist,0.988,2.89,9
cinematic,0.987,2.72,9
confiding,0.987,2.37,9
adversity,0.987,3.03,9
pollutant,0.987,1.59,9
condemned,0.987,3.65,9
debatable,0.987,2.67,9
glasswork,0.987,1.76,9
smothered,0.987,3.12,9
chauffeur,0.987,3.75,9
faultless,0.987,1.59,9
patiently,0.987,2.99,9
cremation,0.987,2.91,9
impotency,0.987,1.76,9
vengeance,0.987,3.73,9
backlight,0.987,1.29,9
lightness,0.987,2.61,9
magnifier,0.987,1.89,9
embarrass,0.987,3.94,9
foolishly,0.987,2.82,9
implicate,0.987,3.04,9
threshold,0.987,3.44,9
weariness,0.987,2.06,9
voiceless,0.987,1.89,9
bystander,0.987,2.95,9
dominator,0.987,2.29,9
barometer,0.987,2.86,9
casserole,0.987,3.22,9
inversion,0.987,2.43,9
slingshot,0.987,3.14,9
captivate,0.987,2.29,9
holocaust,0.987,3.29,9
unrefined,0.987,2.40,9
nastiness,0.987,2.29,9
probation,0.987,3.76,9
deodorant,0.987,3.21,9
supremely,0.987,2.61,9
backpedal,0.987,1.76,9
crossroad,0.987,2.29,9
desperate,0.987,4.40,9
noiseless,0.987,1.89,9
overshoot,0.987,2.19,9
apathetic,0.987,2.57,9
comically,0.987,2.19,9
defendant,0.987,4.24,9
homicidal,0.987,3.30,9
exemplify,0.987,1.89,9
intersect,0.987,2.52,9
unhappily,0.987,2.81,9
lunchtime,0.987,3.39,9
exhibitor,0.987,1.76,9
epileptic,0.987,3.08,9
womanhood,0.987,2.89,9
exfoliate,0.987,2.13,9
authorize,0.987,3.31,9
handcraft,0.987,1.89,9
medically,0.987,3.17,9
sweetener,0.987,2.46,9
watchable,0.987,1.99,9
sidetrack,0.987,1.89,9
umbilical,0.987,3.09,9
whimsical,0.987,2.90,9
avalanche,0.987,3.53,9
humankind,0.987,2.84,9
momentary,0.987,3.04,9
optically,0.987,1.59,9
sanitizer,0.987,1.59,9
symphonic,0.987,2.65,9
bountiful,0.987,2.89,9
malicious,0.987,3.20,9
mishandle,0.987,1.29,9
catatonic,0.987,2.90,9
scapegoat,0.987,3.04,9
backwards,0.987,4.11,9
hardcover,0.987,2.24,9
toothache,0.987,3.06,9
dependent,0.987,3.35,9
diverting,0.987,2.65,9
recapture,0.987,2.91,9
reduction,0.987,3.24,9
represent,0.987,4.18,9
strangler,0.987,3.33,9
tattooing,0.987,2.49,9
disregard,0.987,3.54,9
grumbling,0.987,2.43,9
installer,0.987,1.29,9
merciless,0.987,3.08,9
reversing,0.987,2.73,9
sparingly,0.987,2.19,9
egomaniac,0.987,2.84,9
ejaculate,0.987,2.68,9
nonverbal,0.987,2.19,9
harvester,0.987,2.37,9
sketchpad,0.987,1.59,9
freshness,0.987,2.76,9
invisibly,0.987,2.06,9
blackened,0.987,2.52,9
luxurious,0.987,3.05,9
preschool,0.987,3.08,9
locksmith,0.987,3.01,9
ballerina,0.987,3.36,9
hastiness,0.987,1.59,9
mutilated,0.987,3.11,9
caucasian,0.987,3.44,9
shrubbery,0.987,2.57,9
unlocking,0.987,2.79,9
chartered,0.987,2.95,9
countable,0.987,2.33,9
ferocious,0.987,3.19,9
earthling,0.987,2.84,9
hierarchy,0.987,2.81,9
provoking,0.987,2.96,9
similarly,0.987,2.82,9
surfacing,0.987,2.54,9
barricade,0.987,3.17,9
guestbook,0.987,1.29,9
turntable,0.987,2.57,9
undertone,0.987,1.59,9
blowtorch,0.986,2.93,9
lumbering,0.986,2.40,9
goldsmith,0.986,2.54,9
relishing,0.986,2.06,9
artillery,0.986,3.74,9
blackness,0.986,2.95,9
handstand,0.986,2.19,9
nocturnal,0.986,3.09,9
stepchild,0.986,2.19,9
guidebook,0.986,2.84,9
circulate,0.986,2.97,9
mayflower,0.986,3.17,9
subsiding,0.986,2.06,9
chameleon,0.986,2.87,9
insomniac,0.986,2.52,9
alzheimer,0.986,3.22,9
indignant,0.986,2.67,9
overstate,0.986,1.99,9
fingertip,0.986,2.33,9
landowner,0.986,2.59,9
socialize,0.986,2.99,9
ibuprofen,0.986,2.68,9
mediating,0.986,1.89,9
roundness,0.986,1.76,9
workplace,0.986,3.38,9
violinist,0.986,2.82,9
hepatitis,0.986,3.19,9
paralysis,0.986,3.29,9
crossbred,0.986,1.29,9
bloodshed,0.986,3.29,9
checkered,0.986,2.92,9
exemplary,0.986,2.94,9
billiards,0.986,2.82,9
economist,0.986,2.37,9
speedboat,0.986,2.73,9
democracy,0.986,3.82,9
scorebook,0.986,1.29,9
colorless,0.986,2.43,9
downright,0.986,3.37,9
spearhead,0.986,2.57,9
riverboat,0.986,2.61,9
decorator,0.986,3.32,9
introvert,0.986,1.89,9
necessity,0.986,3.46,9
lampshade,0.986,2.46,9
porcelain,0.986,3.20,9
presenter,0.986,2.61,9
innocence,0.986,3.81,9
modernism,0.986,1.76,9
differing,0.986,2.33,9
harmonica,0.986,3.24,9
medicinal,0.986,2.79,9
perimeter,0.986,3.95,9
channeled,0.986,2.06,9
syndicate,0.986,3.30,9
cordially,0.986,2.59,9
driftwood,0.986,2.93,9
activator,0.986,1.99,9
actuality,0.986,2.68,9
uncloaked,0.986,1.29,9
sentenced,0.986,3.62,9
insidious,0.986,2.95,9
photoshop,0.986,1.29,9
puffiness,0.986,2.13,9
condiment,0.986,2.24,9
loathsome,0.985,3.02,9
weirdness,0.985,2.98,9
grassland,0.985,2.06,9
humorless,0.985,2.33,9
minimally,0.985,1.89,9
varnished,0.985,2.06,9
murmuring,0.985,3.24,9
responder,0.985,1.59,9
beholding,0.985,2.13,9
bootstrap,0.985,1.89,9
carpeting,0.985,2.76,9
grievance,0.985,2.96,9
midstream,0.985,1.76,9
oversleep,0.985,2.24,9
viciously,0.985,2.75,9
endowment,0.985,2.75,9
extrovert,0.985,2.06,9
panoramic,0.985,1.76,9
privilege,0.985,4.02,9
drainpipe,0.985,2.75,9
misguided,0.985,3.22,9
bullfight,0.985,2.49,9
twentieth,0.985,2.78,9
classless,0.985,1.99,9
glycerine,0.985,1.76,9
interfere,0.985,3.97,9
nightgown,0.985,3.29,9
refurbish,0.985,1.99,9
superhero,0.985,3.52,9
longevity,0.985,2.75,9
seclusion,0.985,2.86,9
insistent,0.985,2.93,9
manhandle,0.985,2.06,9
phonebook,0.985,1.29,9
residency,0.985,3.29,9
symbiotic,0.985,2.63,9
downgrade,0.985,2.06,9
pitifully,0.985,2.43,9
tardiness,0.985,2.65,9
slouching,0.985,2.43,9
dismember,0.985,2.52,9
heaviness,0.985,2.37,9
stockyard,0.985,2.37,9
connector,0.985,2.24,9
fairytale,0.985,1.29,9
overdraft,0.985,2.06,9
quarterly,0.985,2.95,9
repairman,0.985,3.03,9
strapless,0.985,2.61,9
commuting,0.985,2.63,9
engrossed,0.985,2.19,9
silkiness,0.985,1.29,9
withstand,0.985,3.21,9
lacerated,0.985,2.70,9
videotape,0.985,3.71,9
adversely,0.985,2.37,9
encompass,0.985,2.33,9
empathize,0.985,2.81,9
sophomore,0.985,3.45,9
doubtless,0.985,2.63,9
cornfield,0.985,2.86,9
shoemaker,0.985,2.78,9
personnel,0.985,4.21,9
interlude,0.985,2.65,9
stalemate,0.985,2.68,9
trainable,0.985,1.29,9
apprehend,0.985,3.16,9
itchiness,0.985,1.59,9
weathered,0.985,2.54,9
angelfish,0.985,2.06,9
subdivide,0.985,1.99,9
grappling,0.985,2.76,9
quivering,0.985,2.72,9
arthritis,0.985,3.29,9
paperless,0.985,1.89,9
immigrant,0.985,3.19,9
endearing,0.985,2.94,9
hindsight,0.985,2.96,9
prudently,0.984,1.76,9
bulkiness,0.984,1.29,9
enactment,0.984,1.59,9
townsfolk,0.984,2.61,9
overdress,0.984,1.59,9
reclining,0.984,2.65,9
multiplex,0.984,2.61,9
nosebleed,0.984,2.91,9
suspicion,0.984,3.86,9
outsource,0.984,1.99,9
westbound,0.984,2.96,9
heartland,0.984,2.75,9
personify,0.984,2.13,9
rainwater,0.984,2.37,9
correlate,0.984,2.59,9
arbitrary,0.984,3.01,9
custodial,0.984,2.61,9
prescribe,0.984,3.16,9
rowdiness,0.984,1.29,9
uppermost,0.984,2.06,9
reverence,0.984,3.13,9
shortness,0.984,2.93,9
overrated,0.984,3.42,9
metabolic,0.984,2.90,9
radiology,0.984,3.30,9
violently,0.984,3.27,9
incurable,0.984,3.01,9
professed,0.984,2.19,9
diversify,0.984,2.49,9
narcotics,0.984,3.71,9
bleakness,0.984,1.59,9
wandering,0.984,3.89,9
numerator,0.984,2.06,9
strutting,0.984,2.86,9
unanimous,0.984,3.32,9
bilingual,0.984,2.59,9
dramatize,0.984,2.37,9
lightning,0.984,4.15,9
prognosis,0.984,3.03,9
temptress,0.984,2.67,9
unearthly,0.984,2.49,9
wholeness,0.984,2.06,9
lawnmower,0.984,2.68,9
elusively,0.984,1.29,9
mentalist,0.984,2.29,9
overpower,0.984,2.78,9
physicist,0.984,3.13,9
vigilante,0.984,3.21,9
allegedly,0.984,3.34,9
initiator,0.984,1.29,9
anonymity,0.984,2.96,9
avoidance,0.984,2.72,9
remainder,0.984,3.18,9
scholarly,0.984,2.65,9
liquidate,0.984,2.89,9
profanity,0.984,2.87,9
soundless,0.984,1.59,9
patronage,0.984,2.59,9
drugstore,0.984,3.63,9
marmalade,0.984,3.01,9
unpainted,0.984,2.13,9
promotion,0.984,4.03,9
lowercase,0.984,1.76,9
diffusion,0.984,2.37,9
hotheaded,0.984,2.52,9
messiness,0.984,1.59,9
meteorite,0.984,2.91,9
stretcher,0.984,3.34,9
paternity,0.984,2.99,9
surrogate,0.984,3.27,9
immersion,0.984,2.13,9
hereafter,0.984,3.13,9
fantasize,0.984,3.24,9
tunneling,0.984,2.37,9
barracuda,0.984,2.84,9
grotesque,0.984,3.20,9
voiceover,0.984,1.29,9
